id	wkt
202	MULTIPOINT ((-70 -50), (-60 -50), (-70 -40), (-60 -40))
203	MULTIPOINT ((-70 -40), (-60 -40), (-70 -30), (-60 -30))
204	MULTIPOINT ((-70 -30), (-60 -30), (-70 -20), (-60 -20))
205	MULTIPOINT ((-70 -20), (-60 -20), (-70 -10), (-60 -10))
206	MULTIPOINT ((-70 -10), (-60 -10), (-70 0), (-60 0))
207	MULTIPOINT ((-70 0), (-60 0), (-70 10), (-60 10))
208	MULTIPOINT ((-70 10), (-60 10), (-70 20), (-60 20))
209	MULTIPOINT ((-70 20), (-60 20), (-70 30), (-60 30))
210	MULTIPOINT ((-70 30), (-60 30), (-70 40), (-60 40))
211	MULTIPOINT ((-70 40), (-60 40), (-70 50), (-60 50))
212	MULTIPOINT ((-70 50), (-60 50), (-70 60), (-60 60))
213	MULTIPOINT ((-70 60), (-60 60), (-70 70), (-60 70))
214	MULTIPOINT ((-70 70), (-60 70), (-70 80), (-60 80))
215	MULTIPOINT ((-70 80), (-60 80), (-70 90), (-60 90))
216	MULTIPOINT ((-60 -90), (-50 -90), (-60 -80), (-50 -80))
217	MULTIPOINT ((-60 -80), (-50 -80), (-60 -70), (-50 -70))
218	MULTIPOINT ((-60 -70), (-50 -70), (-60 -60), (-50 -60))
219	MULTIPOINT ((-60 -60), (-50 -60), (-60 -50), (-50 -50))
220	MULTIPOINT ((-60 -50), (-50 -50), (-60 -40), (-50 -40))
221	MULTIPOINT ((-60 -40), (-50 -40), (-60 -30), (-50 -30))
222	MULTIPOINT ((-60 -30), (-50 -30), (-60 -20), (-50 -20))
223	MULTIPOINT ((-60 -20), (-50 -20), (-60 -10), (-50 -10))
224	MULTIPOINT ((-60 -10), (-50 -10), (-60 0), (-50 0))
225	MULTIPOINT ((-60 0), (-50 0), (-60 10), (-50 10))
226	MULTIPOINT ((-60 10), (-50 10), (-60 20), (-50 20))
227	MULTIPOINT ((-60 20), (-50 20), (-60 30), (-50 30))
228	MULTIPOINT ((-60 30), (-50 30), (-60 40), (-50 40))
229	MULTIPOINT ((-60 40), (-50 40), (-60 50), (-50 50))
230	MULTIPOINT ((-60 50), (-50 50), (-60 60), (-50 60))
231	MULTIPOINT ((-60 60), (-50 60), (-60 70), (-50 70))
232	MULTIPOINT ((-60 70), (-50 70), (-60 80), (-50 80))
233	MULTIPOINT ((-60 80), (-50 80), (-60 90), (-50 90))
234	MULTIPOINT ((-50 -90), (-40 -90), (-50 -80), (-40 -80))
235	MULTIPOINT ((-50 -80), (-40 -80), (-50 -70), (-40 -70))
236	MULTIPOINT ((-50 -70), (-40 -70), (-50 -60), (-40 -60))
237	MULTIPOINT ((-50 -60), (-40 -60), (-50 -50), (-40 -50))
238	MULTIPOINT ((-50 -50), (-40 -50), (-50 -40), (-40 -40))
239	MULTIPOINT ((-50 -40), (-40 -40), (-50 -30), (-40 -30))
240	MULTIPOINT ((-50 -30), (-40 -30), (-50 -20), (-40 -20))
241	MULTIPOINT ((-50 -20), (-40 -20), (-50 -10), (-40 -10))
242	MULTIPOINT ((-50 -10), (-40 -10), (-50 0), (-40 0))
243	MULTIPOINT ((-50 0), (-40 0), (-50 10), (-40 10))
244	MULTIPOINT ((-50 10), (-40 10), (-50 20), (-40 20))
245	MULTIPOINT ((-50 20), (-40 20), (-50 30), (-40 30))
246	MULTIPOINT ((-50 30), (-40 30), (-50 40), (-40 40))
247	MULTIPOINT ((-50 40), (-40 40), (-50 50), (-40 50))
248	MULTIPOINT ((-50 50), (-40 50), (-50 60), (-40 60))
249	MULTIPOINT ((-50 60), (-40 60), (-50 70), (-40 70))
250	MULTIPOINT ((-50 70), (-40 70), (-50 80), (-40 80))
251	MULTIPOINT ((-50 80), (-40 80), (-50 90), (-40 90))
252	MULTIPOINT ((-40 -90), (-30 -90), (-40 -80), (-30 -80))
253	MULTIPOINT ((-40 -80), (-30 -80), (-40 -70), (-30 -70))
254	MULTIPOINT ((-40 -70), (-30 -70), (-40 -60), (-30 -60))
255	MULTIPOINT ((-40 -60), (-30 -60), (-40 -50), (-30 -50))
256	MULTIPOINT ((-40 -50), (-30 -50), (-40 -40), (-30 -40))
257	MULTIPOINT ((-40 -40), (-30 -40), (-40 -30), (-30 -30))
258	MULTIPOINT ((-40 -30), (-30 -30), (-40 -20), (-30 -20))
259	MULTIPOINT ((-40 -20), (-30 -20), (-40 -10), (-30 -10))
260	MULTIPOINT ((-40 -10), (-30 -10), (-40 0), (-30 0))
261	MULTIPOINT ((-40 0), (-30 0), (-40 10), (-30 10))
262	MULTIPOINT ((-40 10), (-30 10), (-40 20), (-30 20))
263	MULTIPOINT ((-40 20), (-30 20), (-40 30), (-30 30))
264	MULTIPOINT ((-40 30), (-30 30), (-40 40), (-30 40))
265	MULTIPOINT ((-40 40), (-30 40), (-40 50), (-30 50))
266	MULTIPOINT ((-40 50), (-30 50), (-40 60), (-30 60))
267	MULTIPOINT ((-40 60), (-30 60), (-40 70), (-30 70))
268	MULTIPOINT ((-40 70), (-30 70), (-40 80), (-30 80))
269	MULTIPOINT ((-40 80), (-30 80), (-40 90), (-30 90))
270	MULTIPOINT ((-30 -90), (-20 -90), (-30 -80), (-20 -80))
271	MULTIPOINT ((-30 -80), (-20 -80), (-30 -70), (-20 -70))
272	MULTIPOINT ((-30 -70), (-20 -70), (-30 -60), (-20 -60))
273	MULTIPOINT ((-30 -60), (-20 -60), (-30 -50), (-20 -50))
274	MULTIPOINT ((-30 -50), (-20 -50), (-30 -40), (-20 -40))
275	MULTIPOINT ((-30 -40), (-20 -40), (-30 -30), (-20 -30))
276	MULTIPOINT ((-30 -30), (-20 -30), (-30 -20), (-20 -20))
277	MULTIPOINT ((-30 -20), (-20 -20), (-30 -10), (-20 -10))
278	MULTIPOINT ((-30 -10), (-20 -10), (-30 0), (-20 0))
279	MULTIPOINT ((-30 0), (-20 0), (-30 10), (-20 10))
280	MULTIPOINT ((-30 10), (-20 10), (-30 20), (-20 20))
281	MULTIPOINT ((-30 20), (-20 20), (-30 30), (-20 30))
282	MULTIPOINT ((-30 30), (-20 30), (-30 40), (-20 40))
283	MULTIPOINT ((-30 40), (-20 40), (-30 50), (-20 50))
284	MULTIPOINT ((-30 50), (-20 50), (-30 60), (-20 60))
285	MULTIPOINT ((-30 60), (-20 60), (-30 70), (-20 70))
286	MULTIPOINT ((-30 70), (-20 70), (-30 80), (-20 80))
287	MULTIPOINT ((-30 80), (-20 80), (-30 90), (-20 90))
288	MULTIPOINT ((-20 -90), (-10 -90), (-20 -80), (-10 -80))
289	MULTIPOINT ((-20 -80), (-10 -80), (-20 -70), (-10 -70))
290	MULTIPOINT ((-20 -70), (-10 -70), (-20 -60), (-10 -60))
291	MULTIPOINT ((-20 -60), (-10 -60), (-20 -50), (-10 -50))
292	MULTIPOINT ((-20 -50), (-10 -50), (-20 -40), (-10 -40))
293	MULTIPOINT ((-20 -40), (-10 -40), (-20 -30), (-10 -30))
294	MULTIPOINT ((-20 -30), (-10 -30), (-20 -20), (-10 -20))
295	MULTIPOINT ((-20 -20), (-10 -20), (-20 -10), (-10 -10))
296	MULTIPOINT ((-20 -10), (-10 -10), (-20 0), (-10 0))
297	MULTIPOINT ((-20 0), (-10 0), (-20 10), (-10 10))
298	MULTIPOINT ((-20 10), (-10 10), (-20 20), (-10 20))
299	MULTIPOINT ((-20 20), (-10 20), (-20 30), (-10 30))
300	MULTIPOINT ((-20 30), (-10 30), (-20 40), (-10 40))
301	MULTIPOINT ((-20 40), (-10 40), (-20 50), (-10 50))
302	MULTIPOINT ((-20 50), (-10 50), (-20 60), (-10 60))
303	MULTIPOINT ((-20 60), (-10 60), (-20 70), (-10 70))
304	MULTIPOINT ((-20 70), (-10 70), (-20 80), (-10 80))
305	MULTIPOINT ((-20 80), (-10 80), (-20 90), (-10 90))
306	MULTIPOINT ((-10 -90), (0 -90), (-10 -80), (0 -80))
307	MULTIPOINT ((-10 -80), (0 -80), (-10 -70), (0 -70))
308	MULTIPOINT ((-10 -70), (0 -70), (-10 -60), (0 -60))
309	MULTIPOINT ((-10 -60), (0 -60), (-10 -50), (0 -50))
310	MULTIPOINT ((-10 -50), (0 -50), (-10 -40), (0 -40))
311	MULTIPOINT ((-10 -40), (0 -40), (-10 -30), (0 -30))
312	MULTIPOINT ((-10 -30), (0 -30), (-10 -20), (0 -20))
313	MULTIPOINT ((-10 -20), (0 -20), (-10 -10), (0 -10))
314	MULTIPOINT ((-10 -10), (0 -10), (-10 0), (0 0))
315	MULTIPOINT ((-10 0), (0 0), (-10 10), (0 10))
316	MULTIPOINT ((-10 10), (0 10), (-10 20), (0 20))
317	MULTIPOINT ((-10 20), (0 20), (-10 30), (0 30))
318	MULTIPOINT ((-10 30), (0 30), (-10 40), (0 40))
319	MULTIPOINT ((-10 40), (0 40), (-10 50), (0 50))
320	MULTIPOINT ((-10 50), (0 50), (-10 60), (0 60))
321	MULTIPOINT ((-10 60), (0 60), (-10 70), (0 70))
322	MULTIPOINT ((-10 70), (0 70), (-10 80), (0 80))
323	MULTIPOINT ((-10 80), (0 80), (-10 90), (0 90))
324	MULTIPOINT ((0 -90), (10 -90), (0 -80), (10 -80))
325	MULTIPOINT ((0 -80), (10 -80), (0 -70), (10 -70))
326	MULTIPOINT ((0 -70), (10 -70), (0 -60), (10 -60))
327	MULTIPOINT ((0 -60), (10 -60), (0 -50), (10 -50))
328	MULTIPOINT ((0 -50), (10 -50), (0 -40), (10 -40))
329	MULTIPOINT ((0 -40), (10 -40), (0 -30), (10 -30))
330	MULTIPOINT ((0 -30), (10 -30), (0 -20), (10 -20))
331	MULTIPOINT ((0 -20), (10 -20), (0 -10), (10 -10))
332	MULTIPOINT ((0 -10), (10 -10), (0 0), (10 0))
333	MULTIPOINT ((0 0), (10 0), (0 10), (10 10))
334	MULTIPOINT ((0 10), (10 10), (0 20), (10 20))
335	MULTIPOINT ((0 20), (10 20), (0 30), (10 30))
336	MULTIPOINT ((0 30), (10 30), (0 40), (10 40))
337	MULTIPOINT ((0 40), (10 40), (0 50), (10 50))
338	MULTIPOINT ((0 50), (10 50), (0 60), (10 60))
339	MULTIPOINT ((0 60), (10 60), (0 70), (10 70))
340	MULTIPOINT ((0 70), (10 70), (0 80), (10 80))
341	MULTIPOINT ((0 80), (10 80), (0 90), (10 90))
342	MULTIPOINT ((10 -90), (20 -90), (10 -80), (20 -80))
343	MULTIPOINT ((10 -80), (20 -80), (10 -70), (20 -70))
344	MULTIPOINT ((10 -70), (20 -70), (10 -60), (20 -60))
345	MULTIPOINT ((10 -60), (20 -60), (10 -50), (20 -50))
346	MULTIPOINT ((10 -50), (20 -50), (10 -40), (20 -40))
347	MULTIPOINT ((10 -40), (20 -40), (10 -30), (20 -30))
348	MULTIPOINT ((10 -30), (20 -30), (10 -20), (20 -20))
349	MULTIPOINT ((10 -20), (20 -20), (10 -10), (20 -10))
350	MULTIPOINT ((10 -10), (20 -10), (10 0), (20 0))
351	MULTIPOINT ((10 0), (20 0), (10 10), (20 10))
352	MULTIPOINT ((10 10), (20 10), (10 20), (20 20))
353	MULTIPOINT ((10 20), (20 20), (10 30), (20 30))
354	MULTIPOINT ((10 30), (20 30), (10 40), (20 40))
355	MULTIPOINT ((10 40), (20 40), (10 50), (20 50))
356	MULTIPOINT ((10 50), (20 50), (10 60), (20 60))
357	MULTIPOINT ((10 60), (20 60), (10 70), (20 70))
358	MULTIPOINT ((10 70), (20 70), (10 80), (20 80))
359	MULTIPOINT ((10 80), (20 80), (10 90), (20 90))
360	MULTIPOINT ((20 -90), (30 -90), (20 -80), (30 -80))
361	MULTIPOINT ((20 -80), (30 -80), (20 -70), (30 -70))
362	MULTIPOINT ((20 -70), (30 -70), (20 -60), (30 -60))
363	MULTIPOINT ((20 -60), (30 -60), (20 -50), (30 -50))
364	MULTIPOINT ((20 -50), (30 -50), (20 -40), (30 -40))
365	MULTIPOINT ((20 -40), (30 -40), (20 -30), (30 -30))
366	MULTIPOINT ((20 -30), (30 -30), (20 -20), (30 -20))
367	MULTIPOINT ((20 -20), (30 -20), (20 -10), (30 -10))
368	MULTIPOINT ((20 -10), (30 -10), (20 0), (30 0))
369	MULTIPOINT ((20 0), (30 0), (20 10), (30 10))
370	MULTIPOINT ((20 10), (30 10), (20 20), (30 20))
371	MULTIPOINT ((20 20), (30 20), (20 30), (30 30))
372	MULTIPOINT ((20 30), (30 30), (20 40), (30 40))
373	MULTIPOINT ((20 40), (30 40), (20 50), (30 50))
374	MULTIPOINT ((20 50), (30 50), (20 60), (30 60))
